form,kind,meaning,name,original,sex,source
form,Short,"watchful; vigilant",GREG,"Gregory, and Scottish Gregor, both",male,English
form,Short,"watchful; vigilant",GREGG,"Gregory, and Scottish Gregor",male,English
form,English,"watchful; vigilant",GREGORY,"Provençal Grégory",male,French
spelling,Variant,"large settlement",GRENVILLE,Granville,male,English
spelling,Variant,grey,GREY,Gray,male,English
form,Anglicized,"(?) chief/lord",GRIFFITH,Gruffudd,male,Welsh
"short form",English,venerable,GUS,Augustus,male,Latin
form,Variant,wide,GUY,"French Gy, a derivative of Latin Wido",male,Norman
spelling,Variant,"shield of goatskin",GYLES,Giles,male,English
form,Anglicized,embrace,HABAKKUK,Chabaqquwq,male,Hebrew
spelling,Variant,festive,HAGAI,Haggai,male,English
form,Anglicized,festive,HAGGAI,Chaggai,male,Hebrew
form,Anglicized,festive,HAGGI,Chaggiy,male,Hebrew
form,Pet,home-ruler,HAL,Henry,male,English
form,Anglicized,blackness,HAM,Cham,male,Hebrew
form,Anglicized,supplanter,HAMISH,"Gaelic Seumas",male,Scottish
form,Anglicized,"heat of God",HAMUEL,Chammuw'el,male,Hebrew
spelling,Variant,"favored of God",HANAEL,Haniel,male,English
form,Anglicized,"compassionate, merciful",HANAN,Chanan,male,Hebrew
form,Anglicized,gracious,HANANI,Chananiy,male,Hebrew
form,Anglicized,"whom Jehovah has graciously given",HANANIAH,Chananyah,male,Hebrew
form,Anglicized,"favored of God",HANIEL,Channiy'el,male,Hebrew
form,Pet,home-ruler,HANK,Henry,male,English
spelling,Variant,"favored of God",HANNIEL,Haniel,male,English
form,Anglicized,dedicated,HANOCH,Chanowk,male,Hebrew
spelling,Variant,home-ruler,HARRI,Harry,male,English
spelling,Variant,home-ruler,HARRIE,Harry,male,English
form,Short,"battle worthy",HARVE,Harvey,male,English
spelling,Variant,"battle worthy",HARVIE,Harvey,male,English
form,Anglicized,considerate,HASHUB,Chashshuwb,male,Hebrew
form,Anglicized,considerate,HASSHUB,Chashshuwb,male,Hebrew
form,Anglicized,circle,HAVILAH,Chaviylah,male,Hebrew
form,Anglicized,"high guard",HAWARD,Håvard,male,Danish/Norwegian
form,Anglicized,"one who sees God",HAZAEL,Chaza'el,male,Hebrew
spelling,Variant,"heather field",HEADLEY,Hedley,male,English
form,Anglicized,"bow warrior",HEBER,"Gaelic Éibhear",male,Irish
form,Anglicized,"alliance, association",HEBRON,Ebron,male,Hebrew
"short form",English,"defend; hold fast",HECK,Hector,male,Latin
form,Anglicized,"brown horse",HECTOR,"Gaelic Eachann",male,Scottish
spelling,Variant,home-ruler,HENRIE,Henry,male,English
form,English,home-ruler,HENRY,Henri,male,French
spelling,Variant,home-ruler,HENRYE,Henry,male,English
"short form",English,"bright army",HERB,Herbert,male,German
"pet form",English,"bright army",HERBIE,Herbert,male,German
"short form",English,"glory of Hera",HERK,Hercules,male,Latin
spelling,Variant,"battle worthy",HERVEY,Harvey,male,English
spelling,Variant,heart,HEWIE,Hughie,male,English
form,Anglicized,"God is my strength",HEZEKIAH,Chizqiyah,male,Hebrew
form,Anglicized,"enclosed; surrounded by a wall",HEZRON,Chetsrown,male,Hebrew
form,Anglicized,"God lives",HIEL,Chiy'el,male,Hebrew
"unisex form",English,"joyful; happy",HILARY,"Hilarius and Hilaria",male,Latin
form,Anglicized,"my portion is God",HILKIAH,Chilqiyah,male,Hebrew
spelling,Variant,"joyful; happy",HILLARY,"unisex Hilary",male,English
form,Anglicized,"a noble race; nobility",HIRAH,Chiyrah,male,Hebrew
form,Anglicized,"free-born; noble",HIRAM,Chiyram,male,Hebrew
spelling,Variant,"God is my strength",HIZKIAH,Hezekiah,male,English
spelling,Variant,"God is my strength",HIZKIJAH,Hezekiah,male,English
form,"English and French","has good eyesight",HORACE,"Latin Horatius",male,Roman
form,Anglicized,salvation,HOSEA,Howshea,male,Hebrew
form,Anglicized,salvation,HOSHEA,Howshea,male,Hebrew
spelling,Variant,"eminent, conspicuous",HOWEL,Howell,male,English
form,Anglicized,"eminent, conspicuous",HOWELL,Hywel,male,Welsh
form,Pet,"high guard",HOWIE,Howard,male,English
spelling,Variant,heart,HUDD,Hudde,male,English
spelling,Variant,heart,HUE,Hugh,male,English
spelling,Variant,heart,HUEY,Hughie,male,English
form,Pet,"peaceful giant",HUFFIE,Humphrey,male,English
form,English,heart,HUGH,"French Hugues",male,Old
spelling,Variant,heart,HUGHE,Hugh,male,English
form,Pet,heart,HUGHIE,Hugh,male,English
form,Latin,heart,HUGO,"French Hugon",male,Old
form,Short,"bright support",HUM,Humbert,male,English
form,English,"bright support",HUMBERT,"Germanic Huncberct",male,Norman
spelling,Variant,"giant peace",HUMPHRY,Humphrey,male,English
spelling,Variant,"free-born; noble",HYRAM,Hiram,male,English
form,Anglicized,Hebrew,IBRI,Ibriy,male,Hebrew
form,Anglicized,"inglorious; without glory",ICHABOD,Iy-kabowd,male,Hebrew
form,Anglicized,"man of force",IGNATIUS,"Gaelic Eighneachan",male,Irish
form,Pet,"he will laugh",IKE,Isaac,male,English
spelling,Variant,"God is with us",IMANUEL,Immanuel,male,English
form,Anglicized,"whom God will fill up",IMLA,Yimla,male,Hebrew
form,Anglicized,"whom God will fill up",IMLAH,Yimla,male,Hebrew
form,Anglicized,"God is with us",IMMANUEL,Immanuw'el,male,Hebrew
form,Anglicized,eloquent,IMRI,Imriy,male,Hebrew
form,Pet,"land of the Indians",INDY,"unisex Indiana",male,English
"unisex form","Scottish Anglicized","excellent valor",INNES,Aonghas,male,Gaelic
form,Anglicized,"watchful of a town",IRA,Iyra,male,Hebrew
spelling,Variant,"fresh water",IRVIN,Irvine,male,English
form,Short,"he will laugh",ISA,Isaac,male,English
form,Anglicized,"he will laugh",ISAAC,"Yitzchak (Greek Isaák)",male,Hebrew
spelling,Variant,"gift of Isis",ISADOR,Isidore,male,English
spelling,Variant,"gift of Isis",ISADORE,Isidore,male,English
form,Anglicized,"God is salvation",ISAIAH,"Isaias (Hebrew Yeshayah)",male,Latin
form,Anglicized,"God will hear",ISHMAEL,Yishmael,male,Hebrew
form,Anglicized,"whom Jehovah keeps",ISHMERAI,Yishmeray,male,Hebrew
spelling,Variant,"God is salvation",ISIAH,Isaiah,male,English
form,Anglicized,"gift of Isis",ISIDORE,Isidorus,male,Latin
form,Anglicized,"God prevails",ISRAEL,Yisrael,male,Hebrew
spelling,Variant,"he will laugh",ISSAC,Isaac,male,English
form,Anglicized,"he is wages",ISSACHAR,Yissaskar,male,Hebrew
form,Anglicized,neighboring,ITAI,Ittay,male,Hebrew
spelling,Variant,"land of palms",ITAMAR,Ithamar,male,English
form,Anglicized,neighboring,ITHAI,Ittay,male,Hebrew
form,Anglicized,"land of palms",ITHAMAR,Iythamar,male,Hebrew
form,Anglicized,"God is with me",ITHIEL,Iythiyel,male,Hebrew
spelling,Variant,"God is with me",ITIEL,Ithiel,male,English
spelling,Variant,"yew tree",IVO,Yvo,male,German
form,Pet,"gift of Isis",IZZY,Isidore,male,English
form,Anglicized,"whom Jehovah answers",JAANAI,Yaanay,male,Hebrew
form,Anglicized,"they will do",JAASAU,Yaasuw,male,Hebrew
form,Anglicized,"pain, sorrow",JABEZ,Yabets,male,Hebrew
form,Anglicized,"whom God observes",JABIN,Yabiyn,male,Hebrew
form,Anglicized,"he establishes",JACHIN,Yakiyn,male,Hebrew
form,Pet,supplanter,JACKIE,Jack,male,English
form,Anglicized,supplanter,JACOB,"Iakob and Hebrew Yaaqob",male,Greek
form,Anglicized,"he knows",JADA,Yada,male,Hebrew
form,Elaborated,jade,JADEN,"unisex Jade",male,English
form,Anglicized,judge,JADON,Yadown,male,Hebrew
spelling,Variant,jade,JADYN,"unisex Jaden",male,English
spelling,Variant,opened,JAFET,Japheth,male,English
form,Anglicized,"God waits",JAHLEEL,Yachleel,male,Hebrew
form,Anglicized,"whom God allots",JAHZEEL,Yachtse'el,male,Hebrew
spelling,Variant,jade,JAIDEN,"unisex Jaden",male,English
spelling,Variant,supplanter,JAIMIE,Jamie,male,English/Scottish
form,Anglicized,"whom God enlightens",JAIR,Yaiyr,male,Hebrew
form,Anglicized,"whom God enlightens",JAIRUS,Iaïros,male,Greek
spelling,Variant,"God lodges",JALEN,Jalon,male,English
form,Anglicized,"God lodges",JALON,Yalown,male,Hebrew
spelling,Variant,supplanter,JAMEY,Jamie,male,English/Scottish
"pet form","English and Scottish",supplanter,JAMIE,James,male,of
form,Anglicized,"the right hand",JAMIN,Yamiyn,male,Hebrew
spelling,Variant,"son of Jamie",JAMISON,Jamieson,male,English/Scottish
form,Diminutive,"God is gracious",JANKIN,"English Jan",male,Middle
spelling,Variant,opened,JAPETH,Japheth,male,English
spelling,Variant,opened,JAPHET,Japheth,male,English
form,Anglicized,opened,JAPHETH,Yepheth,male,Hebrew
form,Anglicized,contender,JAREB,Yareb,male,Hebrew
form,Anglicized,descent,JARED,"Iaret (Hebrew Yered)",male,Greek
form,Anglicized,"lord of the west",JARLATH,"Gaelic Iarfhlaith",male,Irish
spelling,Variant,descent,JAROD,Jared,male,English
form,Anglicized,"to shout and sing",JARON,Yaron,male,Hebrew
spelling,Variant,descent,JARRED,Jared,male,English
spelling,Variant,"spear strong",JARRETT,Garrett,male,English
spelling,Variant,descent,JARROD,Jared,male,English
form,Anglicized,"he will return",JASHUB,Yashuwb,male,Hebrew
form,Latin,"to heal",JASON,Iason,male,Greek
form,English,"treasure bearer",JASPER,Gaspar,male,Spanish
form,Anglicized,"Ionia, Greece",JAVAN,Yavan,male,Hebrew
spelling,Modern,"son of Jack",JAXON,Jackson,male,English
spelling,Variant,supplanter,JAYCOB,Jacob,male,English
spelling,Variant,jade,JAYDEN,"unisex Jaden",male,English
spelling,Variant,jade,JAYDON,"unisex Jaden",male,English
spelling,Variant,"God lodges",JAYLEN,Jalen,male,English
spelling,Variant,"God lodges",JAYLIN,Jalen,male,English
spelling,Variant,"God lodges",JAYLON,Jalen,male,English
spelling,Variant,"God lodges",JAYLYN,Jalen,male,English
spelling,Variant,supplanter,JAYMES,James,male,English
"variant spelling",English,"to heal",JAYSON,Jason,male,Latin
form,Pet,supplanter,JEB,Jacob,male,English
form,Short,"beloved of God",JED,Jedidiah,male,English
form,Anglicized,"beloved of God",JEDIDIAH,Yediydeyah,male,Hebrew
form,Anglicized,praising,JEDUTHUN,Yeduwthuwn,male,Hebrew
form,Short,"God's peace",JEFF,"Jefferey, probably",male,English
form,Variant,"God's peace",JEFFEREY,"Geoffrey, probably",male,English
spelling,Variant,"God's peace",JEFFERY,"Jefferey, probably",male,English
spelling,Variant,"God's peace",JEFFREY,"Jefferey, probably",male,English
spelling,Variant,"God's peace",JEFFRY,"Jefferey, probably",male,English
form,Anglicized,"God will strengthen",JEHEZEKEL,Yechezqel,male,Hebrew
form,Anglicized,"God lives",JEHIEL,Yechiyel,male,Hebrew
form,Anglicized,"Jehovah as seized",JEHOAHAZ,Yehowachaz,male,Hebrew
form,Anglicized,"given by the Lord",JEHOASH,Yehowash,male,Hebrew
form,Anglicized,"whom Jehovah gave",JEHOHANAN,Yehowchanan,male,Hebrew
form,Anglicized,"God establishes",JEHOIACHIN,Yehowyakiyn,male,Hebrew
form,Anglicized,"Jehovah raises up",JEHOIAKIM,Yehowyaqiym,male,Hebrew
form,Anglicized,"God has given",JEHONATHAN,Yehownathan,male,Hebrew
form,Anglicized,"God is exalted",JEHORAM,Yehowram,male,Hebrew
spelling,Variant,"God has judged",JEHOSAPHAT,Jehoshaphat,male,English
form,Anglicized,"God has judged",JEHOSHAFAT,Yehoshafat,male,Hebrew
form,Anglicized,"God has judged",JEHOSHAPHAT,Yehowshaphat,male,Hebrew
form,Anglicized,"God is salvation",JEHOSHUA,Yehowshuwa,male,Hebrew
form,Anglicized,"the existing one",JEHOVAH,"Yehovah, a pronunciation of God's ineffable name",male,Hebrew
form,Anglicized,"God is He",JEHU,Yehuw,male,Hebrew
form,Anglicized,Jew,JEHUDI,Yehuwdiy,male,Hebrew
form,Pet,supplanter,JEMMY,James,male,English
form,Short,"he opens",JEP,Jephthah,male,English
spelling,Variant,"he opens",JEPHTHA,Jephthah,male,English
form,Anglicized,"he opens",JEPHTHAH,"Iephthae and Hebrew Yiphtach",male,Greek
spelling,Variant,"he opens",JEPTHA,Jephthah,male,English
form,Anglicized,"may God have pity",JERAHMEEL,Yerachmeel,male,Hebrew
form,Anglicized,"may God have pity",JERAHMIEL,Yerachmiel,male,Hebrew
spelling,Variant,"spear ruler",JERALD,Gerald,male,English
form,Short,"Jehovah casts forth",JERE,Jeremiah,male,English
form,Anglicized,descent,JERED,Yered,male,Hebrew
spelling,Variant,"may God have pity",JEREMIEL,Jerahmiel,male,English
form,Variant,"Jehovah casts forth",JEREMY,Jeremiah,male,English
form,Anglicized,"people of Jehovah",JERIAH,Yeriyah,male,Hebrew
form,Anglicized,"city of the moon",JERICHO,Yeriychow,male,Hebrew
form,Anglicized,"people of Jehovah",JERIJAH,Yeriyah,male,Hebrew
"variant spelling",English,"from Germany",JERMAINE,Germain,male,French
spelling,Variant,"spear ruler",JEROLD,Gerald,male,English
form,English,"holy name",JEROME,Jérôme,male,French
spelling,Variant,"spear strong",JERRARD,Gerrard,male,English
spelling,Variant,descent,JERRED,Jared,male,English
spelling,Variant,descent,JERROD,Jared,male,English
spelling,Variant,"spear ruler",JERROLD,Gerald,male,English
form,Pet,"Jehovah casts forth",JERRY,Jeremy,male,English
spelling,Variant,"spear servant",JERVIS,Jarvis,male,English
form,Anglicized,"God is salvation",JESAIAH,Yeshayah,male,Hebrew
form,Anglicized,"God is salvation",JESHAIAH,Yeshayah,male,Hebrew
form,Anglicized,"he is saved",JESHUA,Yeshuwa,male,Hebrew
form,Anglicized,"whom God makes",JESIMIEL,Yesiymael,male,Hebrew
form,Short,gift,JESS,Jesse,male,English
form,Anglicized,"I possess",JESSE,Yishay,male,Hebrew
form,Anglicized,overhanging,JETHER,Yether,male,Hebrew
form,Anglicized,"his abundance",JETHRO,Yithrow,male,Hebrew
form,Short,supplanter,JIM,Jimmy,male,English
spelling,Variant,supplanter,JIMI,Jimmy,male,English
spelling,Variant,supplanter,JIMMIE,Jimmy,male,English
"pet form",English,supplanter,JIMMY,James,male,English/French
form,Anglicized,"he opens",JIPHTAH,Yiphtach,male,Hebrew
spelling,Variant,"(God) shall add (another son)",JO,Joe,male,English
form,Anglicized,"Jehovah is father",JOAB,Yowab,male,Hebrew
form,Contracted,"Jehovah raises up",JOACHIM,Jehoiakim,male,English
form,Anglicized,"Jehovah is brother",JOAH,Yowach,male,Hebrew
form,Anglicized,"Jehovah as seized",JOAHAZ,Yowachaz,male,Hebrew
form,Anglicized,"given by the Lord",JOASH,Yowash,male,Hebrew
form,Anglicized,"hated, oppressed",JOB,"Iob (Hebrew Iyowb)",male,Greek
form,Pet,"hated, oppressed",JOBY,Job,male,English
form,Scottish,"God is gracious",JOCK,Jack,male,English
form,Pet,"(God) shall add (another son)",JODY,Joseph,male,English
form,Short,"(God) shall add (another son)",JOE,Joseph,male,English
form,English,"Jehovah is God",JOEL,"Ioel (Hebrew Yowel)",male,Greek
form,Pet,"(God) shall add (another son)",JOEY,Joseph,male,English
form,Anglicized,"God is gracious",JOHANAN,Yowchanan,male,Hebrew
form,Anglicized,"God is gracious",JOHN,"Ioannes (Latin Johannes)",male,Greek
spelling,Variant,"God has given",JOHNATHAN,Jonathan,male,English
spelling,Variant,"God has given",JOHNATHON,Jonathan,male,English
form,Pet,"God is gracious",JOHNIE,John,male,English
form,Pet,"God is gracious",JOHNNY,John,male,English
form,Anglicized,small,JOKTAN,Yoqtan,male,Hebrew
"variant spelling","Medieval English","descended from Jupiter (Jove)",JOLYON,"Latin Julian",male,Roman
form,Pet,"God has given",JON,Jonathan,male,English
form,Anglicized,dove,JONA,"Jonas (Greek Ionas)",male,Latin
form,Anglicized,dove,JONAH,Yonah,male,Hebrew
form,Anglicized,"God has given",JONATHAN,Yownathan,male,Hebrew
spelling,Variant,"God has given",JONATHON,Jonathan,male,English
spelling,Variant,"God is gracious",JONNY,Johnny,male,English
form,Pet,"God has given",JONTY,Jonathan,male,English
form,English,"descended from Jupiter (Jove)",JOOLS,Jules,male,French
form,Anglicized,"beauty of God",JOPHIEL,Yophiel,male,Hebrew
form,Anglicized,"God is exalted",JORAM,"Ioram and Hebrew Yowram",male,Greek
form,Anglicized,"flowing down",JORDAN,"Iordanes and Hebrew unisex Yarden",male,Greek
spelling,Variant,"flowing down",JORDI,"unisex Jordie",male,English
form,Pet,"flowing down",JORDIE,"unisex Jordan",male,English
spelling,Variant,"flowing down",JORDON,"unisex Jordan",male,English
spelling,Variant,"flowing down",JORDYN,"unisex Jordan",male,English
form,Anglicized,"God has judged",JOSAPHAT,Iosaphat,male,Greek
form,Anglicized,"(God) shall add (another son)",JOSEPH,"Ioseph (Hebrew Yehowceph and Yowceph)",male,Greek
form,Anglicized,exalted,JOSES,Ioses,male,Greek
form,Short,"God is salvation",JOSH,Joshua,male,English
form,Anglicized,"God has judged",JOSHAPHAT,Yowshaphat,male,Hebrew
spelling,Variant,"God is salvation",JOSHAWA,Joshua,male,English
form,Anglicized,"God is salvation",JOSHUA,Yehowshuwa,male,Hebrew
form,Anglicized,"whom Jehovah heals",JOSIAH,"Yoshiyah (Greek Josias)",male,Hebrew
form,Pet,Gaut,JOSS,"unisex Jocelyn",male,English
form,Anglicized,"God is perfect",JOTHAM,Yowtham,male,Hebrew
"unisex form",English,lord,JOYCE,"French Josce",male,Norman
form,Anglicized,"river, stream",JUBAL,Yuwbal,male,Hebrew
spelling,Variant,praised,JUDA,Judah,male,English
form,Anglicized,praised,JUDAH,Yehuwdah,male,Hebrew
form,French,"descended from Jupiter (Jove)",JULES,"Latin Julius",male,Roman
form,Short,"descended from Jupiter (Jove)",JULIAN,"Latin Julianus",male,Roman
form,English,"descended from Jupiter (Jove)",JULYAN,"Latin Julian",male,Roman
form,English,"fair, just",JUSTIN,"Latin Justinus",male,Roman
"pet form",Unisex,"fair, just",JUSTY,"Justin and Justine, both",male,English
spelling,Variant,"little battle",KADEN,"Caden, probably",male,English
spelling,Variant,lord,KAE,Kay,male,English
form,Short,"crooked nose",KAM,Kameron,male,English
form,Anglicized,"little battle",KANE,"Gaelic Cathán",male,Irish
form,Anglicized,"little slender one",KAOLIN,Caolán,male,Gaelic
spelling,Variant,"vigilant, wakeful",KASEY,"unisex Casey",male,English
form,English,"treasure bearer",KASPER,Gaspar,male,Spanish
spelling,Variant,curly(-headed),KASSIDY,"unisex Cassidy",male,English
form,English,lord,KAY,Kai,male,Welsh
form,Anglicized,"ancient, distant",KEAN,"Gaelic Cian",male,Irish
spelling,Variant,"ancient, distant",KEANE,Kean,male,English
spelling,Variant,"little companion",KEELIN,"unisex Keelan",male,English
form,Anglicized,"little ancient one",KEENAN,"Gaelic Cianán",male,Irish
spelling,Variant,"tiny little fire",KEGAN,Keegan,male,English
spelling,Variant,"from the marshland",KEIR,Kerr,male,English
spelling,Variant,"little companion",KELAN,"unisex Keelan",male,English
spelling,Variant,ship-victory,KELCEY,"unisex Kelsey",male,English
form,Short,bright-headed,KELL,"unisex Kelly",male,English
spelling,Variant,bright-headed,KELLEY,"unisex Kelly",male,English
"unisex form",Anglicized,bright-headed,KELLY,"Gaelic Ceallach",male,Irish
form,Anglicized,possession,KENAN,Qeynan,male,Hebrew
form,Anglicized,hunter,KENAZ,Qenaz,male,Hebrew
spelling,Variant,"exalted effigy",KENDAL,"unisex Kendall",male,English
form,Anglicized,"born of fire",KENNETH,"Gaelic Cináed",male,Scottish
spelling,Variant,"keen power",KENRICK,Kendrick,male,English
form,Anglicized,"head lord",KENTIGERN,"Gaelic Ceanntighern",male,Scottish
form,Short,"comely, finely made",KENZIE,"unisex Mackenzie",male,English
form,Anglicized,"without envy",KERMIT,"Gaelic Diarmaid",male,Irish
spelling,Variant,"Ciar's people",KERRIE,"unisex Kerry",male,English
form,Elaborated,"God is gracious",KESHAUN,Shaun,male,English
form,Elaborated,"God is gracious",KESHAWN,Shawn,male,English
spelling,Variant,"little comely one",KEVAN,Kevin,male,English
form,Anglicized,"little comely one",KEVIN,"Gaelic Caoimhín",male,Irish
spelling,Variant,"little comely one",KEVYN,Kevin,male,English
form,Anglicized,"ancient, distant",KIAN,"Gaelic Cian",male,Irish
form,Anglicized,"little black one",KIARAN,"Gaelic Ciarán",male,Irish
spelling,Variant,"little black one",KIERAN,Kiaran,male,English
spelling,Variant,"little black one",KIERON,Kiaran,male,English
form,Anglicized,"little warrior",KILLEEN,"Gaelic Cillín",male,Irish
spelling,Variant,"little warrior",KILLIAN,Killeen,male,English
form,Short,"King's City Meadow",KIM,"unisex Kimberley",male,English
spelling,Variant,"fat man",KIP,"English Kipp",male,Middle
form,Pet,Christ-bearer,KIT,Christopher,male,English
spelling,Variant,helper,KODEY,"unisex Kody",male,English
spelling,Variant,helper,KODY,"unisex Cody",male,English
form,Anglicized,assembly,KOHATH,Qehath,male,Hebrew
spelling,Variant,"coal settlement",KOLBY,Colby,male,English
spelling,Variant,"coal-black, swarthy",KOLE,Cole,male,English
spelling,Variant,dove,KOLMAN,Colman,male,English
spelling,Variant,hound-lover,KONNOR,Connor,male,English
form,Anglicized,bald,KORAH,Qorach,male,Hebrew
"variant spelling",Modern,"little crow",KORBIN,"English and Old French Corbin",male,Middle
spelling,Variant,"deep hollow, ravine",KOREY,Corey,male,English
spelling,Variant,"deep hollow, ravine",KORI,Korey,male,English
spelling,Variant,"short nose",KORTNEY,"unisex Courtney",male,English
spelling,Variant,"deep hollow, ravine",KORY,Korey,male,English
spelling,Variant,"short nose",KOURTNEY,"unisex Courtney",male,English
spelling,Variant,Christ-bearer,KRISTOPHER,Christopher,male,English
form,Short,courteous,KURT,Kurtis,male,English
spelling,Variant,courteous,KURTIS,Curtis,male,English
spelling,Variant,"little black one",KYRAN,Kieran,male,English
form,Variant,land-bright,LAMBART,Lambert,male,English
spelling,Variant,"long river crossing",LANFORD,Langford,male,English
spelling,Variant,"of Laurentum",LARRIE,Larry,male,English
form,Pet,"of Laurentum",LARRY,Laurence,male,English
form,Unisex,"of Laurentum",LAUREN,Laurence,male,English
form,English,"of Laurentum",LAURENCE,Laurent,male,French
"pet form",Unisex,"of Laurentum",LAURIE,"Lauren and Laurence, both",male,English
spelling,Variant,"the alder (tree)",LAVERN,Laverne,male,English
spelling,Variant,"of Laurentum",LAWRENCE,Laurence,male,English
form,Pet,"of Laurentum",LAWRIE,Lawrence,male,English
spelling,Variant,"lives by the lane",LAYNE,Lane,male,English
spelling,Variant,"leek garden",LAYTON,"unisex Leighton",male,English
form,Pet,"of Laurentum",LAZ,Larry,male,English
spelling,Variant,"the king",LEEROY,Leroy,male,English
form,Anglicized,cheek,LEHI,Lechiy,male,Hebrew
spelling,Variant,meadow,LEIGH,"unisex Lee",male,English
form,Short,"by God",LEM,Lemuel,male,English
form,Anglicized,"by God",LEMUEL,Lemuwel,male,Hebrew
form,Short,lion-strong,LEN,Leonard,male,English
spelling,Variant,lion-strong,LENARD,Leonard,male,English
spelling,Variant,lion-strong,LENNARD,Leonard,male,English
form,Pet,lion-strong,LENNIE,Leonard,male,English
form,Pet,lion-strong,LENNY,Leonard,male,English
form,Short,lion-strong,LEO,Leonard,male,English
"variant form",English,"oath of Belenus",LEOLIN,Llywelyn,male,Welsh
form,English,lion-strong,LEONARD,Léonard,male,French
form,English,people-bold,LEOPOLD,Léopold,male,French
"variant spelling",English,"the king",LEROI,Leroy,male,French
form,Short,"garden of hollies",LES,"unisex Lesley",male,English
form,Anglicized,"garden of hollies",LESLEY,"unisex Leslie",male,Scottish
spelling,Variant,"garden of hollies",LESLY,"unisex Lesley",male,English
"short form",English,"adhesion, joined to",LEV,Levi,male,English
form,Short,"famous warrior",LEW,Lewis,male,English
form,English,"famous warrior",LEWIS,Louis,male,French
form,Short,"defender of mankind",LEX,"unisex Alex",male,English
spelling,Variant,"leek garden",LEYTON,Layton,male,English
spelling,Variant,"lime tree hill",LINDEN,Lyndon,male,English
spelling,Variant,"lime tree hill",LINDON,Lyndon,male,English
spelling,Variant,"Lincoln's wetlands",LINDSEY,"unisex Lindsay",male,English
form,English,bluish,LIVY,"Latin Livius",male,Roman
"short form",English,"noble and ready",LON,Alonso,male,Spanish
form,Pet,"noble and ready",LONNIE,Alonzo,male,English
spelling,Variant,"noble and ready",LONNY,Lonnie,male,English
spelling,Variant,"of Laurentum",LOREN,"unisex Lauren",male,English
spelling,Variant,"of Laurentum",LORIN,"unisex Loren",male,English
spelling,Variant,"of Laurentum",LORRIN,Lorin,male,English
form,Pet,"famous warrior",LOUIE,Louis,male,French
spelling,Variant,"little wolf",LOVEL,Lovell,male,English
spelling,Variant,gray-haired,LOYD,Lloyd,male,Welsh
form,Contracted,"from Lucania",LUCAS,Lucanus,male,Latin
form,Pet,"from Lucania",LUCKY,Luke,male,English
form,Anglicized,"from Lucania",LUKE,"Loukas (Latin Lucas)",male,Greek
spelling,Variant,"cotton/flax settlement",LYNTON,Linton,male,English
form,Latin,"freer; liberator",LYSANDER,Lysandros,male,Greek
form,Anglicized,"to press, to squeeze",MAACHAH,"unisex Maakah",male,Hebrew
spelling,Variant,"gift of God",MACIE,"unisex Macey",male,English
spelling,Variant,"gift of God",MACY,"unisex Macey",male,English
form,Anglicized,middle,MADAI,Maday,male,Hebrew
spelling,Variant,"son of Madde",MADDISON,"unisex Madison",male,English
spelling,Variant,disease,MAHALA,"unisex Mahalah",male,English
spelling,Variant,disease,MAHALAH,"unisex Mahlah",male,English
form,Anglicized,sick,MAHALI,Machliy,male,Hebrew
form,Anglicized,disease,MAHLAH,"unisex Machlah",male,Hebrew
form,Anglicized,sick,MAHLI,Machliy,male,Hebrew
form,Anglicized,sick,MAHLON,Machlown,male,Hebrew
form,Anglicized,"bear calf",MAHON,"Gaelic Mathúin",male,Irish
form,Anglicized,"angel, messenger",MALACH,"unisex Malak",male,Hebrew
spelling,Variant,"my messenger",MALACHAI,Malachi,male,English
form,Anglicized,"my messenger",MALACHI,Malakiy,male,Hebrew
spelling,Variant,"my messenger",MALACHY,Malachi,male,English
form,Anglicized,"devotee of St Columb",MALCOLM,"Gaelic Mael Coluim",male,Scottish
spelling,Variant,"devotee of St Columba",MALCOM,Malcolm,male,English
form,Anglicized,"causing to forget",MANASSEH,Menashsheh,male,Hebrew
form,Anglicized,"little monk",MANNIX,"Gaelic Mainchín",male,Irish
form,Pet,"God is with us",MANNY,Immanuel,male,English
form,Anglicized,horse,MARK,March,male,Welsh
form,Pet,defense,MARKO,Mark,male,English
form,English,defense,MARKUS,Marcus,male,Latin
spelling,Variant,"little one of the sea",MARLEN,"Marlon, probably",male,English
spelling,Variant,"sea fort",MARLIN,Merlin,male,English
form,Anglicized,"devotee of Maedóc",MARMADUKE,"Irish Mael-Maedóc",male,Old
spelling,Variant,"governor of a border country",MARQUISE,Marquis,male,English
form,English,"of/like Mars",MARTIAL,"Latin Martialis",male,Roman
form,Pet,"of/like Mars",MARTIE,Martin,male,English
form,English,"of/like Mars",MARTIN,"Latin Martinus",male,Roman
form,Pet,"of/like Mars",MARTY,Martin,male,English
spelling,Variant,marrow-eminent,MARVIN,Mervin,male,English
spelling,Variant,marrow-eminent,MARVYN,Marvin,male,English
spelling,Variant,"gift of God",MAT,Matt,male,English
spelling,Variant,"gift of God",MATANIA,Mattaniah,male,English
spelling,Variant,"gift of God",MATHEW,Matthew,male,English
spelling,Variant,"gift of God",MATHIAS,Matthias,male,English
form,Short,"gift of God",MATT,Matthew,male,English
form,Anglicized,"gift of God",MATTANIAH,Mattanyah,male,Hebrew
form,Anglicized,"gift of God",MATTATHIAH,Mattathias,male,Greek
form,English,"gift of God",MATTHEW,Mathieu,male,French
