"id","name","derivation","form","kind","meaning","original","sex","source"
"3108","Sibald","Variant spelling of Middle English Sybald: bold victory","spelling","Variant","bold victory","English Sybald","male","Middle"
"3109","Sibbe","Pet form of Middle English Sibald: bold victory","form","Pet","bold victory","English Sibald","male","Middle"
"3110","Sibyl","Short form of Greek Sibylla: prophetess","form","Short","prophetess","Sibylla","female","Greek"
"3111","Siena","Variant spelling of English Sienna: reddish-orange","spelling","Variant","reddish-orange","Sienna","female","English"
"3112","Silas","Contracted form of Greek Silouanos: from the forest","form","Contracted","from the forest","Silouanos","male","Greek"
"3113","Silvia","Feminine form of Roman Latin Silvius: from the forest","form","Feminine","from the forest","Latin Silvius","female","Roman"
"3114","Sim","Short form of English Simon: hearkening","form","Short","hearkening","Simon","male","English"
"3115","Simeon","Anglicized form of Greek Symeon: hearkening","form","Anglicized","hearkening","Symeon","male","Greek"
"3116","Sindy","Variant spelling of English Cindy: woman from Kynthos","spelling","Variant","woman from Kynthos","Cindy","female","English"
"3117","Sissie","Variant spelling of English Sissy: blind","spelling","Variant","blind","Sissy","female","English"
"3118","Sissy","Pet form of English Cecily: blind","form","Pet","blind","Cecily","female","English"
"3119","Sive","Anglicized form of Irish Gaelic Sadhbh: sweet","form","Anglicized","sweet","Gaelic Sadhbh","female","Irish"
"3120","Skuyler","Variant spelling of English unisex Skyler: protection, shelter","spelling","Variant","protection, shelter","unisex Skyler","female","English"
"3121","Skuyler","Variant spelling of English unisex Skyler: protection, shelter","spelling","Variant","protection, shelter","unisex Skyler","male","English"
"3122","Skye","Variant spelling of English unisex Sky: cloud","spelling","Variant","cloud","unisex Sky","female","English"
"3123","Skye","Variant spelling of English unisex Sky: cloud","spelling","Variant","cloud","unisex Sky","male","English"
"3124","Skylar","Variant spelling of English unisex Schuyler: protection, shelter","spelling","Variant","protection, shelter","unisex Schuyler","female","English"
"3125","Skylar","Variant spelling of English unisex Schuyler: protection, shelter","spelling","Variant","protection, shelter","unisex Schuyler","male","English"
"3126","Skyler","Variant spelling of English unisex Skylar: protection, shelter","spelling","Variant","protection, shelter","unisex Skylar","female","English"
"3127","Skyler","Variant spelling of English unisex Skylar: protection, shelter","spelling","Variant","protection, shelter","unisex Skylar","male","English"
"3128","Sloan","Variant spelling of English unisex Sloane: little raider","spelling","Variant","little raider","unisex Sloane","female","English"
"3129","Sloan","Variant spelling of English unisex Sloane: little raider","spelling","Variant","little raider","unisex Sloane","male","English"
"3130","Sly","Pet form of English Sylvester: from the forest","form","Pet","from the forest","Sylvester","male","English"
"3131","Sodi","Anglicized form of Hebrew Cowdiy: an acquaintance of God","form","Anglicized","an acquaintance of God","Cowdiy","male","Hebrew"
"3132","Sofia","Variant spelling of Greek Sophia: wisdom","spelling","Variant","wisdom","Sophia","female","Greek"
"3133","Sol","Short form of English Solomon: peaceable","form","Short","peaceable","Solomon","male","English"
"3134","Solly","Pet form of English Solomon: peaceable","form","Pet","peaceable","Solomon","male","English"
"3135","Sommer","Variant spelling of English Summer: summer","spelling","Variant","summer","Summer","female","English"
"3136","Sondra","English variant form of Italian Sandra: defender of mankind","variant form","English","defender of mankind","Sandra","female","Italian"
"3137","Sonnie","Variant spelling of English Sonny: youngster","spelling","Variant","youngster","Sonny","male","English"
"3138","Sophie","French form of Greek Sophia: wisdom","form","French","wisdom","Sophia","female","Greek"
"3139","Sophy","English variant spelling of French Sophie: wisdom","variant spelling","English","wisdom","Sophie","female","French"
"3140","Stacee","Feminine variant spelling of English unisex Stacey: resurrection","variant spelling","Feminine","resurrection","unisex Stacey","female","English"
"3141","Staci","Feminine variant spelling of English unisex Stacey: resurrection","variant spelling","Feminine","resurrection","unisex Stacey","female","English"
"3142","Stacia","Short form of English Eustacia: fruitful","form","Short","fruitful","Eustacia","female","English"
"3143","Stacie","Feminine variant spelling of English unisex Stacey: resurrection","variant spelling","Feminine","resurrection","unisex Stacey","female","English"
"3144","Stacy","Variant spelling of English unisex Stacey: resurrection","spelling","Variant","resurrection","unisex Stacey","female","English"
"3145","Stacy","Variant spelling of English unisex Stacey: resurrection","spelling","Variant","resurrection","unisex Stacey","male","English"
"3146","Stan","Short form of English Stanley: stone clearing","form","Short","stone clearing","Stanley","male","English"
"3147","Starla","Elaborated form of English Star: star","form","Elaborated","star","Star","female","English"
"3148","Starr","Variant spelling of English Star: star","spelling","Variant","star","Star","female","English"
"3149","Ste","Short form of English Stephen: crown","form","Short","crown","Stephen","male","English"
"3150","Stef","Variant spelling of English unisex Steph: crown","spelling","Variant","crown","unisex Steph","female","English"
"3151","Stef","Variant spelling of English unisex Steph: crown","spelling","Variant","crown","unisex Steph","male","English"
"3152","Stefanie","Variant spelling of English Stephanie: crown","spelling","Variant","crown","Stephanie","female","English"
"3153","Steffie","Pet form of English Stefanie: crown","form","Pet","crown","Stefanie","female","English"
"3154","Steph","Unisex short form of English Stephen and Stephanie, both: crown","short form","Unisex","crown","Stephen and Stephanie, both","female","English"
"3155","Steph","Unisex short form of English Stephen and Stephanie, both: crown","short form","Unisex","crown","Stephen and Stephanie, both","male","English"
"3156","Stephanas","Anglicized form of Greek Stephanos: crown","form","Anglicized","crown","Stephanos","male","Greek"
"3157","Stephani","Modern variant spelling of English Stephanie: crown","variant spelling","Modern","crown","Stephanie","female","English"
"3158","Stephania","Feminine form of Latin Stephanus: crown","form","Feminine","crown","Stephanus","female","Latin"
"3159","Stephanie","Feminine form of English Stephen: crown","form","Feminine","crown","Stephen","female","English"
"3160","Stephany","Modern variant spelling of English Stephanie: crown","variant spelling","Modern","crown","Stephanie","female","English"
"3161","Stephen","Anglicized form of Greek Stephanos (Latin Stephanus): crown","form","Anglicized","crown","Stephanos (Latin Stephanus)","male","Greek"
"3162","Stephenie","Feminine form of English Stephen: crown","form","Feminine","crown","Stephen","female","English"
"3163","Stevania","Feminine form of English Steven: crown","form","Feminine","crown","Steven","female","English"
"3164","Steve","Short form of English Steven: crown","form","Short","crown","Steven","male","English"
"3165","Stevie","Unisex pet form of English Steven and Stevania, both: crown","pet form","Unisex","crown","Steven and Stevania, both","female","English"
"3166","Stevie","Unisex pet form of English Steven and Stevania, both: crown","pet form","Unisex","crown","Steven and Stevania, both","male","English"
"3167","Stew","Short form of English Stewart: steward","form","Short","steward","Stewart","male","English"
"3168","Stirling","Variant spelling of English Sterling: little star","spelling","Variant","little star","Sterling","male","English"
"3169","Stormie","Variant spelling of English Stormy: stormy","spelling","Variant","stormy","Stormy","female","English"
"3170","Stu","English and Scottish short form of French Stuart: house guard; steward","short form","English and Scottish","house guard; steward","Stuart","male","French"
"3171","Stuart","French form of English Stewart: house guard; steward","form","French","house guard; steward","Stewart","male","English"
"3172","Sue","Short form of English Susan: lily","form","Short","lily","Susan","female","English"
"3173","Sukie","Pet form of English Susan: lily","form","Pet","lily","Susan","female","English"
"3174","Susan","Short form of English Susannah: lily","form","Short","lily","Susannah","female","English"
"3175","Susana","Variant spelling of Latin Susanna: lily","spelling","Variant","lily","Susanna","female","Latin"
"3176","Susannah","English form of Latin Susanna: lily","form","English","lily","Susanna","female","Latin"
"3177","Suse","Pet form of English Susannah: lily","form","Pet","lily","Susannah","female","English"
"3178","Susie","Pet form of English Susannah: lily","form","Pet","lily","Susannah","female","English"
"3179","Suzan","Variant spelling of English Susan: lily","spelling","Variant","lily","Susan","female","English"
"3180","Suzanna","Variant spelling of English Susannah: lily","spelling","Variant","lily","Susannah","female","English"
"3181","Suzanne","French form of Latin Susanna: lily","form","French","lily","Susanna","female","Latin"
"3182","Suzette","Pet form of French Suzanne: lily","form","Pet","lily","Suzanne","female","French"
"3183","Suzie","Variant spelling of English Susie: lily","spelling","Variant","lily","Susie","female","English"
"3184","Suzy","Variant spelling of English Suzie: lily","spelling","Variant","lily","Suzie","female","English"
"3185","Sweeney","Anglicized form of Gaelic Suibhne: well-going","form","Anglicized","well-going","Suibhne","male","Gaelic"
"3186","Swithun","Variant spelling of Old English Swithin: strong","spelling","Variant","strong","English Swithin","male","Old"
"3187","Sybella","English form of Greek Sibylla: prophetess","form","English","prophetess","Sibylla","female","Greek"
"3188","Sybil","English form of Greek Sibyl: prophetess","form","English","prophetess","Sibyl","female","Greek"
"3189","Sybilla","English form of Greek Sibylla: prophetess","form","English","prophetess","Sibylla","female","Greek"
"3190","Syd","Short form of English unisex Sydney: St Denis","form","Short","St Denis","unisex Sydney","female","English"
"3191","Syd","Short form of English unisex Sydney: St Denis","form","Short","St Denis","unisex Sydney","male","English"
"3192","Sydne","Feminine form of English unisex Sydney: St Denis","form","Feminine","St Denis","unisex Sydney","female","English"
"3193","Sydney","Variant spelling of English unisex Sidney: St Denis","spelling","Variant","St Denis","unisex Sidney","female","English"
"3194","Sydney","Variant spelling of English unisex Sidney: St Denis","spelling","Variant","St Denis","unisex Sidney","male","English"
"3195","Sydnie","Feminine form of English unisex Sydney: St Denis","form","Feminine","St Denis","unisex Sydney","female","English"
"3196","Sylvester","English form of French Sylvestre: from the forest","form","English","from the forest","Sylvestre","male","French"
"3197","Sylvia","Variant spelling of Roman Latin Silvia: from the forest","spelling","Variant","from the forest","Latin Silvia","female","Roman"
"3198","Tabatha","English variant spelling of Greek Tabitha: female gazelle","variant spelling","English","female gazelle","Tabitha","female","Greek"
"3199","Tabby","English pet form of Greek Tabitha: female gazelle","pet form","English","female gazelle","Tabitha","female","Greek"
"3200","Tad","Pet form of English Thaddeus: courageous, large-hearted","form","Pet","courageous, large-hearted","Thaddeus","male","English"
"3201","Taegan","Variant spelling of English Teagan: little poet","spelling","Variant","little poet","Teagan","male","English"
"3202","Taffy","Pet form of Welsh Dafydd: beloved","form","Pet","beloved","Dafydd","male","Welsh"
"3203","Tahath","Anglicized form of Hebrew Terach: delay","form","Anglicized","delay","Terach","male","Hebrew"
"3204","Tahnee","Variant spelling of English Tawny: light brown, tawny","spelling","Variant","light brown, tawny","Tawny","female","English"
"3205","Taletta","English variant spelling of Aramaic Talitha: damsel, maiden","variant spelling","English","damsel, maiden","Talitha","female","Aramaic"
"3206","Tallula","Anglicized form of Irish Gaelic Tuilelaith: princess of abundance","form","Anglicized","princess of abundance","Gaelic Tuilelaith","female","Irish"
"3207","Tallulah","Variant spelling of English Tallula: princess of abundance","spelling","Variant","princess of abundance","Tallula","female","English"
"3208","Talmai","Anglicized form of Hebrew Talmay: abounding in furrows","form","Anglicized","abounding in furrows","Talmay","male","Hebrew"
"3209","Talulla","Variant spelling of English Tallula: princess of abundance","spelling","Variant","princess of abundance","Tallula","female","English"
"3210","Talullah","Variant spelling of English Tallula: princess of abundance","spelling","Variant","princess of abundance","Tallula","female","English"
"3211","Tameka","Variant spelling of English Tamika: friendly","spelling","Variant","friendly","Tamika","female","English"
"3212","Tami","Variant spelling of English Tammy: palm tree","spelling","Variant","palm tree","Tammy","female","English"
"3213","Tammara","English variant spelling of Russian Tamara: palm tree","variant spelling","English","palm tree","Tamara","female","Russian"
"3214","Tammie","Variant spelling of English Tammy: palm tree","spelling","Variant","palm tree","Tammy","female","English"
"3215","Tammy","English pet form of Russian Tamara: palm tree","pet form","English","palm tree","Tamara","female","Russian"
"3216","Tamra","English contracted form of Russian Tamara: palm tree","contracted form","English","palm tree","Tamara","female","Russian"
"3217","Tamsen","English variant spelling of Cornish Tamsin: twin","variant spelling","English","twin","Tamsin","female","Cornish"
"3218","Tamson","English form of Cornish Tamsin: twin","form","English","twin","Tamsin","female","Cornish"
"3219","Tamsyn","English form of Cornish Tamsin: twin","form","English","twin","Tamsin","female","Cornish"
"3220","Tamzen","English form of Cornish Tamsin: twin","form","English","twin","Tamsin","female","Cornish"
"3221","Tania","English pet form of Latin Tatiana, probably: father","pet form","English","father","Tatiana, probably","female","Latin"
"3222","Tanzi","Variant spelling of English Tansy: tansy flower","spelling","Variant","tansy flower","Tansy","female","English"
"3223","Tanzy","Variant spelling of English Tansy: tansy flower","spelling","Variant","tansy flower","Tansy","female","English"
"3224","Tarah","English feminine form of Hebrew Terach: delay","feminine form","English","delay","Terach","female","Hebrew"
"3225","Tarina","Elaborated form of English Tara: hill","form","Elaborated","hill","Tara","female","English"
"3226","Taskill","Anglicized form of Scottish Gaelic Tasgall: divine kettle","form","Anglicized","divine kettle","Gaelic Tasgall","male","Scottish"
"3227","Tawnee","Variant spelling of English Tawny: light brown, tawny","spelling","Variant","light brown, tawny","Tawny","female","English"
"3228","Tawnie","Variant spelling of English Tawny: light brown, tawny","spelling","Variant","light brown, tawny","Tawny","female","English"
"3229","Tayler","Variant spelling of English unisex Taylor: cutter of cloth, tailor","spelling","Variant","cutter of cloth, tailor","unisex Taylor","female","English"
"3230","Tayler","Variant spelling of English unisex Taylor: cutter of cloth, tailor","spelling","Variant","cutter of cloth, tailor","unisex Taylor","male","English"
"3231","Teale","Variant spelling of English Teal: blue-green","spelling","Variant","blue-green","Teal","female","English"
"3232","Teige","Variant spelling of English Teigue: poet","spelling","Variant","poet","Teigue","male","English"
"3233","Tel","Pet form of English Terence: rub, turn, twist","form","Pet","rub, turn, twist","Terence","male","English"
"3234","Teman","Anglicized form of Hebrew Teyman: on the right, south","form","Anglicized","on the right, south","Teyman","male","Hebrew"
"3235","Temani","Variant spelling of English Temeni: from Teman","spelling","Variant","from Teman","Temeni","male","English"
"3236","Temeni","Anglicized form of Hebrew Teymeniy: from Teman","form","Anglicized","from Teman","Teymeniy","male","Hebrew"
"3237","Terah","English unisex form of Hebrew Terach: delay","unisex form","English","delay","Terach","female","Hebrew"
"3238","Terah","Anglicized unisex form of Hebrew Terach: delay","unisex form","Anglicized","delay","Terach","male","Hebrew"
"3239","Terance","Variant spelling of English Terence: rub, turn, twist","spelling","Variant","rub, turn, twist","Terence","male","English"
"3240","Terence","Anglicized form of Irish Gaelic Toirdhealbhach: instigator","form","Anglicized","instigator","Gaelic Toirdhealbhach","male","Irish"
"3241","Teresa","Variant spelling of Spanish Theresa: harvester","spelling","Variant","harvester","Theresa","female","Spanish"
"3242","Teri","English pet form of Spanish Teresa: harvester","pet form","English","harvester","Teresa","female","Spanish"
"3243","Terrance","Anglicized form of Irish Gaelic Toirdhealbhach: instigator","form","Anglicized","instigator","Gaelic Toirdhealbhach","male","Irish"
"3244","Terrell","Variant spelling of English Tyrrell: Thor's ruler","spelling","Variant","Thor's ruler","Tyrrell","male","English"
"3245","Terrence","Anglicized form of Irish Gaelic Toirdhealbhach: instigator","form","Anglicized","instigator","Gaelic Toirdhealbhach","male","Irish"
"3246","Terri","Variant spelling of English Terrie: harvester","spelling","Variant","harvester","Terrie","female","English"
"3247","Terrie","English pet form of Spanish Teresa: harvester","pet form","English","harvester","Teresa","female","Spanish"
"3248","Terry","Variant spelling of English Terrie: harvester","spelling","Variant","harvester","Terrie","female","English"
"3249","Tess","Short form of English Tessa: harvester","form","Short","harvester","Tessa","female","English"
"3250","Tessa","English pet form of Spanish Teresa: harvester","pet form","English","harvester","Teresa","female","Spanish"
"3251","Tessie","English pet form of Spanish Teresa: harvester","pet form","English","harvester","Teresa","female","Spanish"
"3252","Tetty","Pet form of English Elizabeth: God is my oath","form","Pet","God is my oath","Elizabeth","female","English"
"3253","Thad","Short form of English Thaddeus: courageous, large-hearted","form","Short","courageous, large-hearted","Thaddeus","male","English"
"3254","Thaddeus","Anglicized form of Latin Thaddaeus: courageous, large-hearted","form","Anglicized","courageous, large-hearted","Thaddaeus","male","Latin"
"3255","Thadeus","Variant spelling of English Thaddeus: courageous, large-hearted","spelling","Variant","courageous, large-hearted","Thaddeus","male","English"
"3256","Thady","Pet form of English Thaddeus: poet","form","Pet","poet","Thaddeus","male","English"
"3257","Thea","Pet form of English Theodora: gift of God","form","Pet","gift of God","Theodora","female","English"
"3258","Theda","Pet form of English Theodora: gift of God","form","Pet","gift of God","Theodora","female","English"
"3259","Theo","Short form of English Theodore: gift of God","form","Short","gift of God","Theodore","male","English"
"3260","Theresa","Contracted form of Spanish Therasia: harvester","form","Contracted","harvester","Therasia","female","Spanish"
"3261","Thom","Short form of English Thomas: twin","form","Short","twin","Thomas","male","English"
"3262","Thomasine","Feminine form of English Thomas: twin","form","Feminine","twin","Thomas","female","English"
"3263","Thutmose","Anglicized form of Egyptian Djehuty-mes: born of Djehuty (Thoth)","form","Anglicized","born of Djehuty (Thoth)","Djehuty-mes","male","Egyptian"
"3264","Thutmosis","Anglicized form of Egyptian Djehuty-mes: born of Djehuty (Thoth)","form","Anglicized","born of Djehuty (Thoth)","Djehuty-mes","male","Egyptian"
"3265","Thyrza","Variant spelling of English Tirzah: pleasantness","spelling","Variant","pleasantness","Tirzah","female","English"
"3266","Tiana","English short form of Latin Christiana: believer","short form","English","believer","Christiana","female","Latin"
"3267","Tianna","Variant spelling of English Tiana: believer","spelling","Variant","believer","Tiana","female","English"
"3268","Tiarnach","Anglicized form of Irish Gaelic Tighearnach: lord","form","Anglicized","lord","Gaelic Tighearnach","male","Irish"
"3269","Tibby","English pet form of Greek Tabitha: gazelle","pet form","English","gazelle","Tabitha","female","Greek"
"3270","Tibby","Pet form of English Theobald: people-bold","form","Pet","people-bold","Theobald","male","English"
"3271","Tierney","Anglicized form of Irish Gaelic Tighearnach: lord","form","Anglicized","lord","Gaelic Tighearnach","male","Irish"
"3272","Tiffani","Modern variant spelling of English Tiffany: manifestation of God","variant spelling","Modern","manifestation of God","Tiffany","female","English"
"3273","Tiffany","Medieval English form of Greek Theophania: manifestation of God","form","Medieval English","manifestation of God","Theophania","female","Greek"
"3274","Tiffiny","Modern variant spelling of English Tiffany: manifestation of God","variant spelling","Modern","manifestation of God","Tiffany","female","English"
"3275","Tikva","Variant spelling of English unisex Tikvah: hope","spelling","Variant","hope","unisex Tikvah","female","English"
"3276","Tikva","Variant spelling of English unisex Tikvah: hope","spelling","Variant","hope","unisex Tikvah","male","English"
"3277","Tikvah","Anglicized form of Hebrew unisex Tiqvah: hope","form","Anglicized","hope","unisex Tiqvah","female","Hebrew"
"3278","Tikvah","Anglicized form of Hebrew unisex Tiqvah: hope","form","Anglicized","hope","unisex Tiqvah","male","Hebrew"
"3279","Tilda","Short form of English Matilda: mighty in battle","form","Short","mighty in battle","Matilda","female","English"
"3280","Till","Short form of English Tilly: mighty in battle","form","Short","mighty in battle","Tilly","female","English"
"3281","Tillie","Variant spelling of English Tilly: mighty in battle","spelling","Variant","mighty in battle","Tilly","female","English"
"3282","Tilly","Pet form of English Matilda: mighty in battle","form","Pet","mighty in battle","Matilda","female","English"
"3283","Tim","Short form of English Timothy: to honor God","form","Short","to honor God","Timothy","male","English"
"3284","Timmy","Pet form of English Timothy: to honor God","form","Pet","to honor God","Timothy","male","English"
"3285","Timo","Short form of English Timothy: to honor God","form","Short","to honor God","Timothy","male","English"
"3286","Timothea","Feminine form of English Timothy: to honor God","form","Feminine","to honor God","Timothy","female","English"
"3287","Timothy","English form of Greek Timotheos: to honor God","form","English","to honor God","Timotheos","male","Greek"
"3288","Tiphanie","Variant spelling of English Tiffany: manifestation of God","spelling","Variant","manifestation of God","Tiffany","female","English"
"3289","Tiras","Anglicized form of Hebrew Tiyrac: desire","form","Anglicized","desire","Tiyrac","male","Hebrew"
"3290","Tirzah","Anglicized form of Hebrew Tirtsah: pleasantness","form","Anglicized","pleasantness","Tirtsah","female","Hebrew"
"3291","Tisha","Short form of English Latisha: happiness","form","Short","happiness","Latisha","female","English"
"3292","Titty","Pet form of English Letitia: happiness","form","Pet","happiness","Letitia","female","English"
"3293","Toal","Anglicized form of Irish Gaelic Tuathal: ruler of the people","form","Anglicized","ruler of the people","Gaelic Tuathal","male","Irish"
"3294","Tobiah","Anglicized form of Hebrew Towbiyah: God is good","form","Anglicized","God is good","Towbiyah","male","Hebrew"
"3295","Toby","Pet form of English Tobiah and Greek Tobias: God is good","form","Pet","God is good","Tobiah and Greek Tobias","male","English"
"3296","Tod","Variant spelling of English Todd: fox","spelling","Variant","fox","Todd","male","English"
"3297","Tolly","Pet form of English Bartholomew: son of Talmai","form","Pet","son of Talmai","Bartholomew","male","English"
"3298","Tom","Short form of English Thomas: twin","form","Short","twin","Thomas","male","English"
"3299","Tommi","Variant spelling of English Tommy: twin","spelling","Variant","twin","Tommy","male","English"
"3300","Tommie","Variant spelling of English Tommy: twin","spelling","Variant","twin","Tommy","male","English"
"3301","Tommy","Pet form of English Thomas: twin","form","Pet","twin","Thomas","male","English"
"3302","Tone","Pet form of English Anthony: invaluable","form","Pet","invaluable","Anthony","male","English"
"3303","Toney","Pet form of English Anthony: invaluable","form","Pet","invaluable","Anthony","male","English"
"3304","Toni","English pet form of Latin Antonia: invaluable","pet form","English","invaluable","Antonia","female","Latin"
"3305","Tonya","English equivalent of Italian/Spanish Tonia, a short form of Latin Antonia: invaluable","equivalent","English","invaluable","Tonia, a short form of Latin Antonia","female","Italian/Spanish"
"3306","Topher","Short form of English Christopher: Christ-bearer","form","Short","Christ-bearer","Christopher","male","English"
"3307","Topsey","Variant spelling of English Topsy: topsail","spelling","Variant","topsail","Topsy","female","English"
"3308","Topsie","Variant spelling of English Topsy: topsail","spelling","Variant","topsail","Topsy","female","English"
"3309","Tori","English short form of Latin Victoria: conqueror","short form","English","conqueror","Victoria","female","Latin"
"3310","Toria","English short form of Latin Victoria: conqueror","short form","English","conqueror","Victoria","female","Latin"
"3311","Tottie","English pet form of French Charlotte: man","pet form","English","man","Charlotte","female","French"
"3312","Totty","Variant spelling of English Tottie: man","spelling","Variant","man","Tottie","female","English"
"3313","Trace","Short form of English unisex Tracy: place of Thracius","form","Short","place of Thracius","unisex Tracy","female","English"
"3314","Trace","Short form of English unisex Tracy: place of Thracius","form","Short","place of Thracius","unisex Tracy","male","English"
"3315","Tracee","Feminine variant spelling of English unisex Tracy: place of Thracius","variant spelling","Feminine","place of Thracius","unisex Tracy","female","English"
"3316","Tracey","Variant spelling of English unisex Tracy: place of Thracius","spelling","Variant","place of Thracius","unisex Tracy","female","English"
"3317","Tracey","Variant spelling of English unisex Tracy: place of Thracius","spelling","Variant","place of Thracius","unisex Tracy","male","English"
"3318","Traci","Feminine variant spelling of English unisex Tracy: place of Thracius","variant spelling","Feminine","place of Thracius","unisex Tracy","female","English"
"3319","Tracie","Feminine variant spelling of English unisex Tracy: place of Thracius","variant spelling","Feminine","place of Thracius","unisex Tracy","female","English"
"3320","Traherne","Anglicized form of Welsh Trahaearn: very iron-like","form","Anglicized","very iron-like","Trahaearn","male","Welsh"
"3321","Trecia","Variant spelling of English Tricia: patrician, of noble descent","spelling","Variant","patrician, of noble descent","Tricia","female","English"
"3322","Tresha","Variant form of English Tricia: patrician, of noble descent","form","Variant","patrician, of noble descent","Tricia","female","English"
"3323","Trev","Short form of English Trevor: large settlement","form","Short","large settlement","Trevor","male","English"
"3324","Trevor","Anglicized form of Welsh Trefor: large settlement","form","Anglicized","large settlement","Trefor","male","Welsh"
"3325","Tricia","English short form of Latin Patricia: patrician, of noble descent","short form","English","patrician, of noble descent","Patricia","female","Latin"
"3326","Trina","Short form of English Catrina: pure","form","Short","pure","Catrina","female","English"
"3327","Trish","Short form of English Trisha: patrician, of noble descent","form","Short","patrician, of noble descent","Trisha","female","English"
"3328","Trisha","Variant spelling of English Tricia: patrician, of noble descent","spelling","Variant","patrician, of noble descent","Tricia","female","English"
"3329","Trista","English feminine form of French Tristan, probably: riot, tumult","feminine form","English","riot, tumult","Tristan, probably","female","French"
"3330","Tristen","English variant spelling of French Tristan, probably: riot, tumult","variant spelling","English","riot, tumult","Tristan, probably","male","French"
"3331","Tristin","English variant spelling of French Tristan, probably: riot, tumult","variant spelling","English","riot, tumult","Tristan, probably","male","French"
"3332","Triston","English variant spelling of French Tristan, probably: riot, tumult","variant spelling","English","riot, tumult","Tristan, probably","male","French"
"3333","Trix","Short form of English Beatrix: voyager (through life)","form","Short","voyager (through life)","Beatrix","female","English"
"3334","Trixie","Pet form of English Trix: voyager (through life)","form","Pet","voyager (through life)","Trix","female","English"
"3335","Trudi","Variant spelling of English Trudy: spear strength","spelling","Variant","spear strength","Trudy","female","English"
"3336","Trudie","Variant spelling of English Trudy: spear strength","spelling","Variant","spear strength","Trudy","female","English"
"3337","Trudy","English pet form of German Gertrude: spear strength","pet form","English","spear strength","Gertrude","female","German"
"3338","Trueman","Variant spelling of English Truman: true man","spelling","Variant","true man","Truman","male","English"
"3339","Tubal","Anglicized form of Hebrew Tuwbal: thou shall be brought","form","Anglicized","thou shall be brought","Tuwbal","male","Hebrew"
"3340","Tubal-cain","Anglicized form of Hebrew Tuwbal Qayin: thou shall be brought of Cain","form","Anglicized","thou shall be brought of Cain","Tuwbal Qayin","male","Hebrew"
"3341","Tudor","Anglicized form of Welsh Tudur: first of the people; king of nations","form","Anglicized","first of the people; king of nations","Tudur","male","Welsh"
"3342","Turlough","Anglicized form of Irish Gaelic Toirdhealbhach: instigator","form","Anglicized","instigator","Gaelic Toirdhealbhach","male","Irish"
"3343","Tylar","Variant spelling of English Tyler: roof-tiler","spelling","Variant","roof-tiler","Tyler","male","English"
"3344","Tylor","Variant spelling of English Tyler: roof-tiler","spelling","Variant","roof-tiler","Tyler","male","English"
"3345","Tyrell","Variant spelling of English Tyrrell: stubborn","spelling","Variant","stubborn","Tyrrell","male","English"
"3346","Tyron","Variant spelling of English Tyrone: land of Owen","spelling","Variant","land of Owen","Tyrone","male","English"
"3347","Uel","Short form of English Samuel: heard of God","form","Short","heard of God","Samuel","male","English"
"3348","Ula","Pet form of English Ulrica: wolf power","form","Pet","wolf power","Ulrica","female","English"
"3349","Ulick","Anglicized form of Irish Gaelic Uilleag: will-helmet","form","Anglicized","will-helmet","Gaelic Uilleag","male","Irish"
"3350","Ulrica","Feminine form of Middle English Ulric: wolf power","form","Feminine","wolf power","English Ulric","female","Middle"
"3351","Ulrick","Variant spelling of English Ulric: wolf power","spelling","Variant","wolf power","Ulric","male","English"
"3352","Uni","Variant spelling of English Unni: afflicted, depressed","spelling","Variant","afflicted, depressed","Unni","male","English"
"3353","Unice","English variant spelling of Latin Eunice: good victory","variant spelling","English","good victory","Eunice","female","Latin"
"3354","Unni","Anglicized form of Hebrew Unniy: afflicted, depressed","form","Anglicized","afflicted, depressed","Unniy","male","Hebrew"
"3355","Ur","Anglicized form of Hebrew Uwr: flame or light of fire","form","Anglicized","flame or light of fire","Uwr","male","Hebrew"
"3356","Urban","English form of Latin Urbane: of the city","form","English","of the city","Urbane","male","Latin"
"3357","Urbana","Feminine form of English Urban: of the city","form","Feminine","of the city","Urban","female","English"
"3358","Urbanna","Variant spelling of English Urbana: of the city","spelling","Variant","of the city","Urbana","female","English"
"3359","Uri","Anglicized form of Hebrew Uwriy: fiery","form","Anglicized","fiery","Uwriy","male","Hebrew"
"3360","Uria","Variant spelling of English Uriah: flame of Jehovah","spelling","Variant","flame of Jehovah","Uriah","male","English"
"3361","Uriah","Anglicized form of Greek Ourias (Hebrew Uwriyah): flame of Jehovah","form","Anglicized","flame of Jehovah","Ourias (Hebrew Uwriyah)","male","Greek"
"3362","Urian","Anglicized form of Hebrew Uryan: light","form","Anglicized","light","Uryan","male","Hebrew"
"3363","Uriel","Anglicized form of Hebrew Uwriyel: flame of God","form","Anglicized","flame of God","Uwriyel","male","Hebrew"
"3364","Uriela","Feminine form of English Uriel: flame of God","form","Feminine","flame of God","Uriel","female","English"
"3365","Uriella","Variant spelling of English Uriela: flame of God","spelling","Variant","flame of God","Uriela","female","English"
"3366","Urijah","Anglicized form of Hebrew Uwriyah: flame of Jehovah","form","Anglicized","flame of Jehovah","Uwriyah","male","Hebrew"
"3367","Ursella","English variant spelling of Latin Ursula: little she-bear","variant spelling","English","little she-bear","Ursula","female","Latin"
"3368","Utai","Variant spelling of English Uthai: whom Jehovah helps","spelling","Variant","whom Jehovah helps","Uthai","male","English"
